^ESCT1165213	Olanzapine pamoate
^ESCTRI965235	Risperidone 1mg tablets (Ranbaxy (UK) Ltd) 60 tablet 6 x 10 tablets
^ESCTRI965236	Risperidone 2mg tablets (Ranbaxy (UK) Ltd)
^ESCTRI965237	Risperidone 2mg tablets (Ranbaxy (UK) Ltd) 60 tablet 6 x 10 tablets
^ESCTRI965238	Risperidone 3mg tablets (Ranbaxy (UK) Ltd)
^ESCTRI965239	Risperidone 3mg tablets (Ranbaxy (UK) Ltd) 60 tablet 6 x 10 tablets
^ESCTRI965240	Risperidone 4mg tablets (Ranbaxy (UK) Ltd)
^ESCTRI965241	Risperidone 4mg tablets (Ranbaxy (UK) Ltd) 60 tablet 6 x 10 tablets
^ESCTRI965242	Risperidone 6mg tablets (Ranbaxy (UK) Ltd)
^ESCTRI965243	Risperidone 6mg tablets (Ranbaxy (UK) Ltd) 28 tablet 2 x 14 tablets
^ESCTRI965244	Risperidone 1mg orodispersible tablets sugar free (Ranbaxy (UK) Ltd)
^ESCTRI965245	Risperidone 1mg orodispersible tablets sugar free (Ranbaxy (UK) Ltd) 28 tablet 4 x 7 tablets
^ESCTRI965246	Risperidone 2mg orodispersible tablets sugar free (Ranbaxy (UK) Ltd)
^ESCTRI965247	Risperidone 2mg orodispersible tablets sugar free (Ranbaxy (UK) Ltd) 28 tablet 4 x 7 tablets
^ESCTRI965248	Risperidone 3mg orodispersible tablets sugar free (Ranbaxy (UK) Ltd)
^ESCTRI965249	Risperidone 3mg orodispersible tablets sugar free (Ranbaxy (UK) Ltd) 28 tablet 4 x 7 tablets
^ESCTRI965250	Risperidone 4mg orodispersible tablets sugar free (Ranbaxy (UK) Ltd)
^ESCTRI965251	Risperidone 4mg orodispersible tablets sugar free (Ranbaxy (UK) Ltd) 28 tablet 4 x 7 tablets
^ESCTRI965668	Risperidone 1mg tablets (Apotex UK Ltd)
^ESCTRI965669	Risperidone 1mg tablets (Apotex UK Ltd) 20 tablet 2 x 10 tablets
^ESCTRI965670	Risperidone 1mg tablets (Apotex UK Ltd) 60 tablet 6 x 10 tablets
^ESCTRI965671	Risperidone 1mg/ml oral solution sugar free (Apotex UK Ltd)
^ESCTRI965672	Risperidone 1mg/ml oral solution sugar free (Apotex UK Ltd) 100 ml
^ESCTRI965673	Risperidone 2mg tablets (Apotex UK Ltd)
^ESCTRI965674	Risperidone 2mg tablets (Apotex UK Ltd) 60 tablet 6 x 10 tablets
^ESCTRI965675	Risperidone 3mg tablets (Apotex UK Ltd)
^ESCTRI965676	Risperidone 3mg tablets (Apotex UK Ltd) 60 tablet 6 x 10 tablets
^ESCTRI965677	Risperidone 4mg tablets (Apotex UK Ltd)
^ESCTRI965678	Risperidone 4mg tablets (Apotex UK Ltd) 60 tablet 6 x 10 tablets
^ESCTRI965679	Risperidone 500microgram tablets (Apotex UK Ltd)
^ESCTRI965680	Risperidone 500microgram tablets (Apotex UK Ltd) 20 tablet 2 x 10 tablets
^ESCTRI965681	Risperidone 6mg tablets (Apotex UK Ltd)
^ESCTRI965682	Risperidone 6mg tablets (Apotex UK Ltd) 28 tablet 4 x 7 tablets
^ESCTRI967232	Risperidone 1mg/ml oral solution sugar free (Mylan Ltd)
^ESCTRI967233	Risperidone 1mg/ml oral solution sugar free (Mylan Ltd) 100 ml
^ESCTRI967480	Risperdal 1mg/ml oral solution (DE Pharmaceuticals)
^ESCTRI967481	Risperdal 1mg/ml oral solution (DE Pharmaceuticals) 100 ml
^ESCTRI967482	Risperdal 1mg tablets (DE Pharmaceuticals)
^ESCTRI967483	Risperdal 1mg tablets (DE Pharmaceuticals) 60 tablet
^ESCTRI967484	Risperdal 2mg tablets (DE Pharmaceuticals)
^ESCTRI967485	Risperdal 2mg tablets (DE Pharmaceuticals) 60 tablet
^ESCTRI967486	Risperdal 3mg tablets (DE Pharmaceuticals)
^ESCTRI967487	Risperdal 3mg tablets (DE Pharmaceuticals) 60 tablet
^ESCTRI967488	Risperidone 3mg tablets 20 tablet
^ESCTRI967489	Risperdal 3mg tablets (DE Pharmaceuticals) 20 tablet
^ESCTRI967500	Risperdal 4mg tablets (DE Pharmaceuticals)
^ESCTRI967501	Risperdal 4mg tablets (DE Pharmaceuticals) 60 tablet
^ESCTRI967502	Risperidone 4mg tablets 20 tablet
^ESCTRI967503	Risperdal 4mg tablets (DE Pharmaceuticals) 20 tablet
^ESCTRI969097	Risperidone 500microgram tablets (Consilient Health Ltd)
^ESCTRI969100	Risperidone 500microgram tablets (Consilient Health Ltd) 20 tablet
^ESCTRI969104	Risperidone 1mg tablets (Consilient Health Ltd)
^ESCTRI969105	Risperidone 1mg tablets (Consilient Health Ltd) 20 tablet
^ESCTRI969109	Risperidone 1mg tablets (Consilient Health Ltd) 60 tablet
^ESCTRI969111	Risperidone 2mg tablets (Consilient Health Ltd)
^ESCTRI969114	Risperidone 2mg tablets (Consilient Health Ltd) 60 tablet
^ESCTRI969115	Risperidone 3mg tablets (Consilient Health Ltd)
^ESCTRI969116	Risperidone 3mg tablets (Consilient Health Ltd) 60 tablet
^ESCTRI969119	Risperidone 4mg tablets (Consilient Health Ltd)
^ESCTRI969120	Risperidone 4mg tablets (Consilient Health Ltd) 60 tablet
^ESCTRI969121	Risperidone 500microgram orodispersible tablets sugar free (Consilient Health Ltd)
^ESCTRI969122	Risperidone 500microgram orodispersible tablets sugar free (Consilient Health Ltd) 28 tablet
^ESCTRI969123	Risperidone 1mg orodispersible tablets sugar free (Consilient Health Ltd)
^ESCTRI969125	Risperidone 1mg orodispersible tablets sugar free (Consilient Health Ltd) 28 tablet
^ESCTRI969126	Risperidone 2mg orodispersible tablets sugar free (Consilient Health Ltd)
^ESCTRI969128	Risperidone 2mg orodispersible tablets sugar free (Consilient Health Ltd) 28 tablet
^ESCTRI971784	Risperidone 500microgram tablets (Mylan Ltd)
^ESCTRI971785	Risperidone 500microgram tablets (Mylan Ltd) 20 tablet 2 x 10 tablets
^ESCTRI971787	Risperidone 1mg tablets (Mylan Ltd)
^ESCTRI971789	Risperidone 1mg tablets (Mylan Ltd) 20 tablet 2 x 10 tablets
^ESCTRI971792	Risperidone 1mg tablets (Mylan Ltd) 60 tablet 6 x 10 tablets
^ESCTRI971797	Risperidone 2mg tablets (Mylan Ltd)
^ESCTRI971798	Risperidone 2mg tablets (Mylan Ltd) 60 tablet 6 x 10 tablets
^ESCTRI971800	Risperidone 3mg tablets (Mylan Ltd)
^ESCTRI971801	Risperidone 3mg tablets (Mylan Ltd) 60 tablet 6 x 10 tablets
^ESCTRI971804	Risperidone 4mg tablets (Mylan Ltd)
^ESCTRI971805	Risperidone 4mg tablets (Mylan Ltd) 60 tablet 6 x 10 tablets
^ESCTRI971808	Risperidone 6mg tablets (Mylan Ltd)
^ESCTRI971810	Risperidone 6mg tablets (Mylan Ltd) 28 tablet 2 x 14 tablets
^ESCTRI974315	Risperdal 1mg/ml oral solution (Sigma Pharmaceuticals Plc)
^ESCTRI974316	Risperdal 1mg/ml oral solution (Sigma Pharmaceuticals Plc) 100 ml
^ESCTRI974319	Risperdal Quicklet 2mg orodispersible tablets (Sigma Pharmaceuticals Plc)
^ESCTRI974320	Risperdal Quicklet 2mg orodispersible tablets (Sigma Pharmaceuticals Plc) 28 tablet
^ESCTRI974325	Risperdal 1mg tablets (Sigma Pharmaceuticals Plc)
^ESCTRI974326	Risperdal 1mg tablets (Sigma Pharmaceuticals Plc) 60 tablet
^ESCTRI974331	Risperdal 2mg tablets (Sigma Pharmaceuticals Plc)
^ESCTRI974332	Risperdal 2mg tablets (Sigma Pharmaceuticals Plc) 60 tablet
^ESCTRI974335	Risperdal 3mg tablets (Sigma Pharmaceuticals Plc)
^ESCTRI974336	Risperdal 3mg tablets (Sigma Pharmaceuticals Plc) 60 tablet
^ESCTRI974337	Risperdal 4mg tablets (Sigma Pharmaceuticals Plc)
^ESCTRI974338	Risperdal 4mg tablets (Sigma Pharmaceuticals Plc) 60 tablet
^ESCTRI974341	Risperdal 6mg tablets (Sigma Pharmaceuticals Plc)
^ESCTRI974342	Risperdal 6mg tablets (Sigma Pharmaceuticals Plc) 30 tablet
^ESCTRI974873	Risperidone 500microgram orodispersible tablets sugar free (Teva UK Ltd)
^ESCTRI974874	Risperidone 500microgram orodispersible tablets sugar free (Teva UK Ltd) 28 tablet 2 x 14 tablets
^ESCTRI974875	Risperidone 1mg orodispersible tablets sugar free (Teva UK Ltd)
^ESCTRI974876	Risperidone 1mg orodispersible tablets sugar free (Teva UK Ltd) 28 tablet 2 x 14 tablets
^ESCTRI974877	Risperidone 2mg orodispersible tablets sugar free (Teva UK Ltd)
^ESCTRI974878	Risperidone 2mg orodispersible tablets sugar free (Teva UK Ltd) 28 tablet 2 x 14 tablets
^ESCTRI975361	Risperidone 500microgram tablets (Wockhardt UK Ltd)
^ESCTRI975362	Risperidone 500microgram tablets (Wockhardt UK Ltd) 20 tablet 2 x 10 tablets
^ESCTRI975363	Risperidone 1mg tablets (Wockhardt UK Ltd)
^ESCTRI975364	Risperidone 1mg tablets (Wockhardt UK Ltd) 20 tablet 2 x 10 tablets
^ESCTRI975365	Risperidone 1mg tablets (Wockhardt UK Ltd) 60 tablet 6 x 10 tablets
^ESCTRI975366	Risperidone 2mg tablets (Wockhardt UK Ltd)
^ESCTRI975367	Risperidone 2mg tablets (Wockhardt UK Ltd) 60 tablet 6 x 10 tablets
^ESCTRI975368	Risperidone 3mg tablets (Wockhardt UK Ltd)
^ESCTRI975369	Risperidone 3mg tablets (Wockhardt UK Ltd) 60 tablet 6 x 10 tablets
^ESCTRI975370	Risperidone 4mg tablets (Wockhardt UK Ltd)
^ESCTRI975371	Risperidone 4mg tablets (Wockhardt UK Ltd) 60 tablet 6 x 10 tablets
^ESCTRI975372	Risperidone 6mg tablets (Wockhardt UK Ltd)
^ESCTRI975373	Risperidone 6mg tablets (Wockhardt UK Ltd) 28 tablet 2 x 14 tablets
^ESCTRI975374	Risperidone 1mg/ml oral solution sugar free (Wockhardt UK Ltd)
^ESCTRI975375	Risperidone 1mg/ml oral solution sugar free (Wockhardt UK Ltd) 100 ml
^ESCTRI975412	Risperidone 1mg/ml oral solution sugar free (PLIVA Pharma Ltd)
^ESCTRI975413	Risperidone 1mg/ml oral solution sugar free (PLIVA Pharma Ltd) 100 ml
^ESCTRI978958	Risperidone 2mg orodispersible tablets sugar free (Mylan Ltd)
^ESCTRI978959	Risperidone 2mg orodispersible tablets sugar free (Mylan Ltd) 28 tablet 4 x 7 tablets
^ESCTRI978960	Risperidone 1mg orodispersible tablets sugar free (Mylan Ltd)
^ESCTRI978961	Risperidone 1mg orodispersible tablets sugar free (Mylan Ltd) 28 tablet 4 x 7 tablets
^ESCTRI978962	Risperidone 500microgram orodispersible tablets sugar free (Mylan Ltd)
^ESCTRI978963	Risperidone 500microgram orodispersible tablets sugar free (Mylan Ltd) 28 tablet 4 x 7 tablets
^ESCTRI979214	Risperidone 500microgram tablets (Sigma Pharmaceuticals Plc)
^ESCTRI979215	Risperidone 500microgram tablets (Sigma Pharmaceuticals Plc) 20 tablet
^ESCTRI979216	Risperidone 1mg tablets (Sigma Pharmaceuticals Plc)
^ESCTRI979217	Risperidone 1mg tablets (Sigma Pharmaceuticals Plc) 20 tablet
^ESCTRI979218	Risperidone 1mg tablets (Sigma Pharmaceuticals Plc) 60 tablet
^ESCTRI979219	Risperidone 1mg/ml oral solution sugar free (Sigma Pharmaceuticals Plc)
^ESCTRI979220	Risperidone 1mg/ml oral solution sugar free (Sigma Pharmaceuticals Plc) 100 ml
^ESCTRI979224	Risperidone 2mg tablets (Sigma Pharmaceuticals Plc)
^ESCTRI979225	Risperidone 2mg tablets (Sigma Pharmaceuticals Plc) 60 tablet
^ESCTRI979226	Risperidone 3mg tablets (Sigma Pharmaceuticals Plc)
^ESCTRI979228	Risperidone 3mg tablets (Sigma Pharmaceuticals Plc) 60 tablet
^ESCTRI979229	Risperidone 4mg tablets (Sigma Pharmaceuticals Plc)
^ESCTRI979231	Risperidone 4mg tablets (Sigma Pharmaceuticals Plc) 60 tablet
^ESCTRI979232	Risperidone 6mg tablets (Sigma Pharmaceuticals Plc)
^ESCTRI979233	Risperidone 6mg tablets (Sigma Pharmaceuticals Plc) 28 tablet
^ESCTRI979737	Risperidone 1mg/ml oral solution sugar free (Chanelle Medical UK Ltd)
^ESCTRI979738	Risperidone 1mg/ml oral solution sugar free (Chanelle Medical UK Ltd) 100 ml
^ESCTRI985930	Risperidone 1mg/ml oral solution sugar free (Actavis UK Ltd)
^ESCTRI985931	Risperidone 1mg/ml oral solution sugar free (Actavis UK Ltd) 100 ml
^ESCTRI988259	Risperidone 125micrograms/5ml oral solution 1 ml
^ESCTRI988260	Risperidone 125micrograms/5ml oral solution (Special Order)
^ESCTRI988261	Risperidone 125micrograms/5ml oral solution (Special Order) 1 ml
^ESCTRI988353	Risperidone 125micrograms/5ml oral solution
^ESCTRI989797	Risperdal 1mg/ml oral solution (Lexon (UK) Ltd)
^ESCTRI989798	Risperdal 1mg/ml oral solution (Lexon (UK) Ltd) 100 ml
^ESCTRI989799	Risperdal 1mg tablets (Lexon (UK) Ltd)
^ESCTRI989800	Risperdal 1mg tablets (Lexon (UK) Ltd) 60 tablet
^ESCTRI989802	Risperdal 2mg tablets (Lexon (UK) Ltd)
^ESCTRI989804	Risperdal 2mg tablets (Lexon (UK) Ltd) 60 tablet
^ESCTRI989805	Risperdal 3mg tablets (Lexon (UK) Ltd)
^ESCTRI989807	Risperdal 3mg tablets (Lexon (UK) Ltd) 60 tablet
^ESCTRI989808	Risperdal 4mg tablets (Lexon (UK) Ltd)
^ESCTRI989809	Risperdal 4mg tablets (Lexon (UK) Ltd) 60 tablet
^ESCTRI989810	Risperdal 6mg tablets (Lexon (UK) Ltd)
^ESCTRI989811	Risperdal 6mg tablets (Lexon (UK) Ltd) 30 tablet
OKPO141871NEMIS	Okedi Powder And Solvent For Prolonged-Release Suspension For Injection 75 mg pre-filled syringe
OKPO141872NEMIS	Okedi Powder And Solvent For Prolonged-Release Suspension For Injection 100 mg pre-filled syringe
RIPO141868NEMIS	Risperidone Powder And Solvent For Prolonged-Release Suspension For Injection 75 mg pre-filled syringe
RIPO141869NEMIS	Risperidone Powder And Solvent For Prolonged-Release Suspension For Injection 100 mg pre-filled syringe
RITA137435NEMIS	Risperidone Tablets 250 micrograms
^ESCT1356714	Sertindole only product
^ESCT1387230	Serdolect 4mg tablets (Imported (Denmark)) 30 tablet 3 x 10 tablets
^ESCT1387232	Serdolect 12mg tablets (Imported (Denmark)) 28 tablet 2 x 14 tablets
^ESCT1387234	Serdolect 16mg tablets (Imported (Denmark)) 28 tablet 2 x 14 tablets
^ESCT1387236	Serdolect 20mg tablets (Imported (Denmark)) 28 tablet 2 x 14 tablets
^ESCTSE872310	Sertindole 4mg tablets 30 tablet
^ESCTSE872321	Serdolect 4mg tablets (Lundbeck Ltd) 30 tablet 3 x 10 tablets
^ESCTSE872334	Sertindole 12mg tablets 28 tablet
^ESCTSE872336	Serdolect 12mg tablets (Lundbeck Ltd) 28 tablet 2 x 14 tablets
^ESCTSE872337	Sertindole 16mg tablets 28 tablet
^ESCTSE872339	Serdolect 16mg tablets (Lundbeck Ltd) 28 tablet 2 x 14 tablets
^ESCTSE872340	Sertindole 20mg tablets 28 tablet
^ESCTSE872342	Serdolect 20mg tablets (Lundbeck Ltd) 28 tablet 2 x 14 tablets
^ESCTSE916233	Serdolect
^ESCT1179625	Sulpiride 200mg tablets (Mylan) 28 tablet 2 x 14 tablets
^ESCT1179626	Sulpiride 400mg tablets (Mylan) 100 tablet 5 x 20 tablets
^ESCT1179840	Sulpiride 200mg tablets (Mylan)
^ESCT1183699	Sulpiride 200mg tablets (Mylan) 30 tablet
^ESCT1184301	Sulpiride 400mg tablets (Mylan)
^ESCT1188818	Sulpiride 200mg tablets (A A H Pharmaceuticals Ltd) 30 tablet
^ESCT1188819	Sulpiride 400mg tablets (A A H Pharmaceuticals Ltd) 30 tablet
^ESCT1300646	Dolmatil 400mg tablets (DE Pharmaceuticals)
^ESCT1300647	Dolmatil 400mg tablets (DE Pharmaceuticals) 100 tablet
^ESCT1356857	Sulpiride only product
^ESCT1359943	Sulpiride only product in oral dose form
^ESCT1404160	Sulpiride 200mg tablets (Medihealth (Northern) Ltd)
^ESCT1404161	Sulpiride 200mg tablets (Medihealth (Northern) Ltd) 30 tablet
^ESCT1404162	Sulpiride 200mg/5ml oral solution sugar free (Medihealth (Northern) Ltd)
^ESCT1404163	Sulpiride 200mg/5ml oral solution sugar free (Medihealth (Northern) Ltd) 150 ml
^ESCT1404164	Sulpiride 400mg tablets (Medihealth (Northern) Ltd)
^ESCT1404165	Sulpiride 400mg tablets (Medihealth (Northern) Ltd) 30 tablet
^ESCT1425658	Sulpiride 200mg tablets (Kent Pharma (UK) Ltd)
^ESCT1425673	Sulpiride 400mg tablets (Kent Pharma (UK) Ltd)
^ESCT1426456	Sulpiride 200mg tablets (Kent Pharma (UK) Ltd) 30 tablet 3 x 10 tablets
^ESCT1426457	Sulpiride 400mg tablets (Kent Pharma (UK) Ltd) 30 tablet 2 x 15 tablets
^ESCT1427113	Sulpiride 200mg tablets (Kent Pharma (UK) Ltd) 56 tablet 4 x 14 tablets
^ESCT1434957	Sulpiride 200mg/5ml oral solution sugar free (Essential Pharma Ltd)
^ESCT1434958	Sulpiride 200mg/5ml oral solution sugar free (Essential Pharma Ltd) 150 ml
^ESCT1436871	Sulpiride 200mg tablets (Viatris UK Healthcare Ltd)
^ESCT1437057	Sulpiride 400mg tablets (Viatris UK Healthcare Ltd)
^ESCT1437457	Sulpiride 200mg tablets (Viatris UK Healthcare Ltd) 28 tablet 2 x 14 tablets
^ESCT1437459	Sulpiride 400mg tablets (Viatris UK Healthcare Ltd) 100 tablet 5 x 20 tablets
^ESCT1438079	Sulpiride 200mg tablets (Viatris UK Healthcare Ltd) 30 tablet
^ESCTDO856256	Dolmatil 200mg tablets (Sanofi) 100 tablet 10 x 10 tablets
^ESCTDO856268	Dolmatil 400mg tablets (Sanofi) 100 tablet 5 x 20 tablets
^ESCTDO914883	Dolmatil
^ESCTSU1025925	Sulpiride 200mg/5ml oral suspension 100 ml
^ESCTSU1025926	Sulpiride 200mg/5ml oral suspension (Special Order) 100 ml
^ESCTSU1038079	Sulpiride 200mg tablets (Medreich Plc)
^ESCTSU1038080	Sulpiride 200mg tablets (Medreich Plc) 30 tablet
^ESCTSU1038081	Sulpiride 400mg tablets (Medreich Plc)
^ESCTSU1038082	Sulpiride 400mg tablets (Medreich Plc) 30 tablet
^ESCTSU1041472	Sulpiride 200mg/5ml oral solution sugar free (Waymade Healthcare Plc)
^ESCTSU1041473	Sulpiride 200mg/5ml oral solution sugar free (Waymade Healthcare Plc) 150 ml
^ESCTSU1041474	Sulpiride 200mg tablets (Waymade Healthcare Plc)
^ESCTSU1041475	Sulpiride 200mg tablets (Waymade Healthcare Plc) 30 tablet
^ESCTSU1041476	Sulpiride 400mg tablets (Waymade Healthcare Plc)
^ESCTSU1041477	Sulpiride 400mg tablets (Waymade Healthcare Plc) 30 tablet
^ESCTSU1119979	Sulpiride 200mg/5ml oral solution sugar free (DE Pharmaceuticals)
^ESCTSU1119980	Sulpiride 200mg/5ml oral solution sugar free (DE Pharmaceuticals) 150 ml
^ESCTSU1119984	Sulpiride 200mg tablets (DE Pharmaceuticals)
^ESCTSU1119985	Sulpiride 200mg tablets (DE Pharmaceuticals) 30 tablet
^ESCTSU1119986	Sulpiride 400mg tablets (DE Pharmaceuticals)
^ESCTSU1119987	Sulpiride 400mg tablets (DE Pharmaceuticals) 30 tablet
^ESCTSU1127597	Sulpiride 400mg tablets (Mawdsley-Brooks & Company Ltd)
^ESCTSU1127598	Sulpiride 400mg tablets (Mawdsley-Brooks & Company Ltd) 30 tablet
^ESCTSU1145164	Sulpiride 200mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
^ESCTSU1145165	Sulpiride 200mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd) 150 ml
^ESCTSU1148603	Sulpiride 200mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
^ESCTSU1148604	Sulpiride 200mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd) 150 ml
^ESCTSU1152618	Sulpiride 200mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
^ESCTSU1152619	Sulpiride 200mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd) 150 ml
^ESCTSU609341	Sulpiride 200mg/5ml oral solution sugar free
^ESCTSU609342	Sulpiride 200mg/5mL s/f oral solution
^ESCTSU801879	Sulpiride 400mg tablets (Wockhardt UK Ltd)
^ESCTSU802007	Sulpiride 200mg tablets (Teva UK Ltd)
^ESCTSU808054	Sulpiride 400mg tablets (A A H Pharmaceuticals Ltd)
^ESCTSU809018	Sulpiride 200mg tablets (A A H Pharmaceuticals Ltd)
^ESCTSU810240	Sulpiride 200mg tablets (Mylan Ltd)
^ESCTSU813795	Sulpiride 200mg tablets (Kent Pharmaceuticals Ltd)
^ESCTSU814841	Sulpiride 200mg tablets (Wockhardt UK Ltd)
^ESCTSU815161	Sulpiride 400mg tablets (Kent Pharmaceuticals Ltd)
^ESCTSU819918	Sulpiride 200mg tablets (IVAX Pharmaceuticals UK Ltd)
^ESCTSU820169	Sulpiride 200mg tablets (Alliance Healthcare (Distribution) Ltd)
^ESCTSU824569	Sulpiride 400mg tablets (Alliance Healthcare (Distribution) Ltd)
^ESCTSU830058	Sulpiride 400mg tablets (Mylan Ltd)
^ESCTSU836012	Sulpiride 400mg tablets 30 tablet
^ESCTSU837896	Sulpiride 200mg tablets 112 tablet
^ESCTSU839908	Sulpiride 200mg tablets 100 tablet
^ESCTSU843787	Sulpiride 400mg tablets 100 tablet
^ESCTSU848580	Sulpiride 200mg tablets 28 tablet
^ESCTSU848592	Sulpiride 200mg tablets 56 tablet
^ESCTSU848601	Sulpiride 200mg tablets 30 tablet
^ESCTSU848607	Sulpiride 200mg/5ml oral solution sugar free 150 ml
^ESCTSU856241	Sulpiride 200mg tablets (A A H Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets
^ESCTSU856242	Sulpiride 200mg tablets (A A H Pharmaceuticals Ltd) 56 tablet 4 x 14 tablets
^ESCTSU856244	Sulpiride 200mg tablets (Teva UK Ltd) 30 tablet 3 x 10 tablets
^ESCTSU856245	Sulpiride 200mg tablets (Wockhardt UK Ltd) 30 tablet 3 x 10 tablets
^ESCTSU856247	Sulpiride 200mg tablets (Mylan Ltd) 28 tablet 2 x 14 tablets
^ESCTSU856250	Sulpiride 200mg tablets (IVAX Pharmaceuticals UK Ltd) 56 tablet 4 x 14 tablets
^ESCTSU856253	Sulpiride 200mg tablets (Kent Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets
^ESCTSU856254	Sulpitil 200mg tablets (Pfizer Ltd) 28 tablet
^ESCTSU856255	Sulpitil 200mg tablets (Pfizer Ltd) 112 tablet
^ESCTSU856258	Sulpiride 200mg tablets (Alliance Healthcare (Distribution) Ltd) 30 tablet
^ESCTSU856259	Sulpiride 200mg tablets (Alliance Healthcare (Distribution) Ltd) 56 tablet 4 x 14 tablets
^ESCTSU856265	Sulpiride 400mg tablets (A A H Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets
^ESCTSU856266	Sulpiride 400mg tablets (Wockhardt UK Ltd) 30 tablet 3 x 10 tablets
^ESCTSU856267	Sulpiride 400mg tablets (Kent Pharmaceuticals Ltd) 30 tablet 2 x 15 tablets
^ESCTSU856269	Sulpiride 400mg tablets (Alliance Healthcare (Distribution) Ltd) 30 tablet 3 x 10 tablets
^ESCTSU856270	Sulpiride 400mg tablets (Mylan Ltd) 100 tablet 5 x 20 tablets
^ESCTSU856355	Sulpor 200mg/5ml oral solution (Rosemont Pharmaceuticals Ltd) 150 ml
^ESCTSU916512	Sulpitil
^ESCTSU916514	Sulpor
^ESCTSU929109	Sulpiride 200mg tablets (Arrow Generics Ltd)
^ESCTSU929110	Sulpiride 200mg tablets (Arrow Generics Ltd) 30 tablet
^ESCTSU929111	Sulpiride 400mg tablets (Arrow Generics Ltd)
^ESCTSU929112	Sulpiride 400mg tablets (Arrow Generics Ltd) 30 tablet
^ESCTSU931224	Sulpiride 200mg tablets (Teva UK Ltd) 56 tablet 4 x 14 tablets
^ESCTSU936691	Sulpiride 200mg tablets (Kent Pharmaceuticals Ltd) 56 tablet 4 x 14 tablets
^ESCTSU962024	Sulpiride 100mg/5ml oral suspension 1 ml
^ESCTSU962025	Sulpiride 100mg/5ml oral suspension (Special Order)
^ESCTSU962026	Sulpiride 100mg/5ml oral suspension (Special Order) 1 ml
^ESCTSU962027	Sulpiride 100mg/5ml oral solution 1 ml
^ESCTSU962028	Sulpiride 100mg/5ml oral solution (Special Order)
^ESCTSU962029	Sulpiride 100mg/5ml oral solution (Special Order) 1 ml
^ESCTSU962030	Sulpiride 10mg/5ml oral suspension 1 ml
^ESCTSU962031	Sulpiride 10mg/5ml oral suspension (Special Order)
^ESCTSU962032	Sulpiride 10mg/5ml oral suspension (Special Order) 1 ml
^ESCTSU962033	Sulpiride 10mg/5ml oral solution 1 ml
^ESCTSU962034	Sulpiride 10mg/5ml oral solution (Special Order)
^ESCTSU962035	Sulpiride 10mg/5ml oral solution (Special Order) 1 ml
^ESCTSU962036	Sulpiride 150mg/5ml oral suspension 1 ml
^ESCTSU962037	Sulpiride 150mg/5ml oral suspension (Special Order)
^ESCTSU962038	Sulpiride 150mg/5ml oral suspension (Special Order) 1 ml
